index,row,id,input_tokens,report_sha256
83,2680,govreport-train-00000-row2680,15364,c303c9bff316c72253dcc5030ed86c63976a1cbf4a1e1e4c0b253f666c79ef1b
84,82,govreport-train-00000-row82,15781,70663f7121b8dc19b297bd4fd4b3efe438dd556f4b8ff68561dc9489c6c60758
85,4355,govreport-train-00000-row4355,16460,8b6840974ad216cdbf9447b3ce2126c27590d51f52b0a5e511dcfdd7c9147b10
86,1849,govreport-train-00000-row1849,16345,f1abd691e400b1bdbdc50cb8bbffe3c7d20fe8bf4536e2c6ee34bf3c1de86aa6
87,8223,govreport-train-00000-row8223,17186,1421d2b454f2d3c1e87caa924baeb60347db750bd2afbf9e0a16db4be1ef3657
88,1318,govreport-train-00000-row1318,16649,c3de083ba1cf6b9849ff3bc2649425666c79f1c1375de8517b3234916e375132
89,3696,govreport-train-00000-row3696,16855,b881e8a111be233ae3870776892bbe0ca91a021cf3a2cac00234f37aeef0bf3f
90,5772,govreport-train-00000-row5772,15826,6ba1f997113131e273d00c3ed351a6a84156a783c7959e46c9d490c4d1870169
91,2087,govreport-train-00000-row2087,16946,9b1330fa763b49bcc161e337e5c27a470d00e3ce9ec25f0602dea6108fbe326b
92,8328,govreport-train-00000-row8328,16593,4724a44e00073dce0fe6cf2bd4c03c243283d1b13b7c5998cccb38b7ac2d14c3
93,901,govreport-train-00000-row901,15808,4eb9014f275611d95dab1f6d78ff5cc8893a16aa228f1d5882cd83772cf1b87d
94,4815,govreport-train-00000-row4815,16645,886644dd2cb7942873dad6c9937de9512ac402e1e14fd751530fd2891d7bb1e9
95,3042,govreport-train-00000-row3042,15807,b1c75e10d719c96a186a9163772841e395ed9bdab6a90ea19b02ac2d345d4dac
96,7837,govreport-train-00000-row7837,15731,cb9ec9822682422d355ee5d5d6d2b6499680ce756cd83d2e31bcc7d55d0fdea0
97,7998,govreport-train-00000-row7998,16356,fa17805588c798a1d0c502bc8b470d4b3d689fd497e8a60a50e20bedfa2e73c9
98,5615,govreport-train-00000-row5615,16498,a363f52cf1dbe5dc42d12cd9c771dd1ff810dc7938398280133a45a6516baf42
99,271,govreport-train-00000-row271,15844,8abedb753a5b4d5ee581c4e7f319d0db277f6578994728cf8133565af787a051
100,1822,govreport-train-00000-row1822,15657,a1796f584c65b1804f8674490b95a5c8d85a081aee40277c760ae72c731f6cae
101,1501,govreport-train-00000-row1501,15668,7be64757bb28575d316454ff62953f2da5df36c56a811a483684f38d8ada4b09
102,4997,govreport-train-00000-row4997,15793,68201b05fa8b8fadac6574ac6f168b2301d4053be57feecbcc491954c9ea5631
103,5227,govreport-train-00000-row5227,16756,49f024018e0ccb255a005abc526b5ac47ce0121a2ef73e3c4235be74a344cad8
104,3357,govreport-train-00000-row3357,15538,564006bba995cb1dc758e8743bbeb48ecc2b5339456acc2cabfeffb1bbf79283
105,6801,govreport-train-00000-row6801,17135,96b6790563cc7ef4b8d4399851ae169fa0c3bdf76793e1b58a7ebb94284634ab
106,4446,govreport-train-00000-row4446,15852,0d0c4be87c16cef4d388bd6d2919c68c98168f297d6c95d3218554845280faae
107,616,govreport-train-00000-row616,15769,e2b1c3be50a6b221ea8181afd758500f4c750729cd244cb5cf227f72c7c99bce
108,8677,govreport-train-00000-row8677,17344,b7d53ca5f7ee226a7b7b16faa23c0a9a4ae31c2093b0a2582cff03622228df9b
109,6808,govreport-train-00000-row6808,16957,1e07367ebe4eba4e851470ef6ce279d7e786f75b4a203a3e5903a4fe4a680c3d
110,2872,govreport-train-00000-row2872,16133,72a0e8ae366a5222b6a08023eba70fb0e2028b3887c5d3fd9d0b68e066f1db64
111,2058,govreport-train-00000-row2058,15756,d87e899ce375c661ed8166ec78baa7d86b2ac08882df9f6415834c3c1518dc72
112,6329,govreport-train-00000-row6329,15433,fc20e8b42abbf8fee302847e3af8d29494aa53748037840643d57a6600b7b3b6
113,60,govreport-train-00000-row60,16491,03a0f1eb14123cfd369b8bf0735b2cbefe171ced37f14c433eb0f0ba542ecb7d
114,3111,govreport-train-00000-row3111,16191,6fe01725534c976e236da45045498b361523139640555b19a67b8ae029f0d1c3
115,2168,govreport-train-00000-row2168,15818,c41627f0ea192901d8e876ef75323e4db9853f754a12fae857aa94b498153b94
116,6426,govreport-train-00000-row6426,16784,4e81492ef5197807c20dbc252b96c2784648ba0fa4b27225d2279dd2c4066865
117,4843,govreport-train-00000-row4843,16763,d76b4e8deea97a86bbcdeba4899d2a6ccafcce2fe34ce5a3e019b582f1b3435c
118,1856,govreport-train-00000-row1856,17265,0f9de33f247c634fb2d50207d5fab21ec9e0e8fbbad8fa0937829472f963f70f
119,1626,govreport-train-00000-row1626,15625,f73c7a8b0d7f94150d631cd9bed4735ce5c9f46a28b846c898cf6f186e88586a
120,497,govreport-train-00000-row497,16217,661d0ab806acbd16d28a5bddc5d53143f29903877b45e45abdf2aca164c3925c
121,5400,govreport-train-00000-row5400,16704,0645c6317d150fa8b4b7187673f859214b79575369a50e5537bb856979e06688
122,2933,govreport-train-00000-row2933,16595,90a127497076fcb62c76bbf356e26c0cfe0274ad5cf373596d272a212fb3578d
123,5774,govreport-train-00000-row5774,16458,8df627c86e74fe8efd84fc1811753dbd5f259fda8f3310664925d3e303659c13
124,2462,govreport-train-00000-row2462,16705,4602fe3e202dbf9fac113b645cd45be58cb8fec835add1d54c8c911669b987d3
125,2391,govreport-train-00000-row2391,16146,324ac170f824bab2136df39b17ba27847f805f845ee4792a50d81375f072fd14
126,211,govreport-train-00000-row211,16924,e796e6bc59f3e1dfc8f17f21dfb4bcfb7544134b227776ca5c9f8b8f20061f9f
127,4844,govreport-train-00000-row4844,17098,969348b171e25a01ebc1aa7627983a349ac405284b49922e155373b6b5218f8c
128,3801,govreport-train-00000-row3801,16805,efec598319c89f958377b312250e19d29a31c88b71411f2cc95345073d992d48
129,1914,govreport-train-00000-row1914,16877,f1b2407b9c8015c53d021c5943e4f7c43dd933ceb371ee2a5f13dfdff44a3a70
130,2973,govreport-train-00000-row2973,15670,1ea9cf920a69e4871415ea861b425513b51a97fba1abfa88495ce108adf11ef7
131,5557,govreport-train-00000-row5557,17167,1e6acfb52c912c68921a107286dafb26f08e2583b88a81c1d3796ffa76237ecf
132,7169,govreport-train-00000-row7169,16422,b3daefd5dfa6fc578e21ff459553b9f5e9fb154e2305406fff5d58b7c94286e2
133,6774,govreport-train-00000-row6774,17248,25d67f151daf3bad00c024d1e17d1fba6146b4d9283a253d9b91601b856ea993
134,6078,govreport-train-00000-row6078,17266,cb7a0dfe1d4b493b93b61445ee8c6edf2aab2634be62bb5245e2512d1083ba97
135,3391,govreport-train-00000-row3391,16817,7bc8568eff40e881f942dcf6863adf9638d4b3638d87f7c80e37b7126c0b84a3
136,5170,govreport-train-00000-row5170,16531,96fcf26f45813974f7e526d99cdae4eeeba58236465ab0db5767d2566f47f878
137,6667,govreport-train-00000-row6667,16666,8012ec1c03a2092849237b5638f1afc0b5ba7c8931d7b06f7032964de9100e0a
138,6900,govreport-train-00000-row6900,17158,de4f622eda6a76d0c04c286e6c4d02cafbdc7e099168dff922aa53991815c793
139,7158,govreport-train-00000-row7158,15475,8e7d70406577d4b9b6455e10d94c0233ab8e50e7c34e50aba7079ac54ed222cb
140,7317,govreport-train-00000-row7317,15886,9e8464778382ef79da7d7f73d6abee586a7039907d85935e1bf0e2c4b4417796
141,2525,govreport-train-00000-row2525,16274,3fbb1c2731be82070624bb5641a891eb83a877e5cfc4b00874094ec9f31bd96b
142,2388,govreport-train-00000-row2388,15402,aa285701f297f4cbc80a18d00d674b7626fc2a26ff66dcadd454a9c733508d67
143,6082,govreport-train-00000-row6082,15765,e3033b9ce36f179a8f2b4b5f0972188b5af21d1936dbc8d13041df28af7992a0
144,3892,govreport-train-00000-row3892,15369,151a6e43cb35c4b61b55c415eec9f0dc5838b74673931804168e30fd9759643b
145,8135,govreport-train-00000-row8135,16253,27e61d1aeb606a873d484eca7be6dc57704948c1c2094907984fa5bd769688b6
146,5713,govreport-train-00000-row5713,17123,08f26c22f4451465afe85d8a1f01fc8a334b292605c326e91416a573bac238c2
147,2612,govreport-train-00000-row2612,17354,5e3458af209737ab3587982c5f86007761090394abda7751d3b11a9727c64277
148,1236,govreport-train-00000-row1236,17037,c74e1733931540da074adfff626764e1df32bbe4d655e6f8e1984e1037cf690a
149,3921,govreport-train-00000-row3921,16426,ece22f42dd5d717e1fe93347c8314adc8cef5f9f946a5b8679ebc6a70acbab73
150,5674,govreport-train-00000-row5674,16098,a8f9ebe8414b9fcddad9815787f6e6bac799b1da3ac140baf9083519f71b2b32
151,4607,govreport-train-00000-row4607,16342,48c3cdeb761a946ff5f2e678a338409d220bfd4bf7d51245f6529bc6619297d6
152,8620,govreport-train-00000-row8620,16010,47a328e12f330732a9d7d3e7e60a63d46fdc1b9b72e1066bc2b2376f14375b06
153,4458,govreport-train-00000-row4458,16305,9627822115e476749d4aae84bf802c98fd20a62958f5eabf436cb4a2ac28226c
154,7624,govreport-train-00000-row7624,16151,acc8bade9144dd0ad4b76761e1e4cea3c1ebb3f762afa34ba2dbed2538d22aa9
155,4541,govreport-train-00000-row4541,16736,037326f89455d7a5ddbbc686e30367ed20cbc978832cbb2a8804bafaa06ccaa3
156,2478,govreport-train-00000-row2478,15961,ba3cdba0d77d55d498d8e89a409652b252d754ae9a8a53f10929ee80ceff70a8
157,8021,govreport-train-00000-row8021,16532,3067e6355fb6d30781317fda8e7a47c2dd3249173e3c35849204603529dae798
158,4233,govreport-train-00000-row4233,16600,bb982eb7cdf03e195238b4576f0180fa3dfca3b9fbf3d8d7dcb7dff9c0c56358
159,763,govreport-train-00000-row763,15838,ad97d5d4a2ae2841825eb96fc2ee03336085687868f05efaaec9a3ac82bd0b99
160,5189,govreport-train-00000-row5189,16039,5cc55bfdc89b76a2418851c24312a33a58f025bcd3bc136a70d43044c1e72345
161,3475,govreport-train-00000-row3475,16909,3e578f24150fd7ae2d6af2e8912ccdaaa22ede0fd5f7464b4b50dcd9938160ca
162,6242,govreport-train-00000-row6242,16329,bc6a62cc6db370bd10698405c21dbb4f85b28f10a4cb0c25d98747d579773da8
163,1688,govreport-train-00000-row1688,16504,703b5e6e4c3c88d6d8c04c546f934f84ad04f1870132f5573e90aa80333e7a60
164,3583,govreport-train-00000-row3583,16748,b344b16887410789510f849c99357a606d8b9bff434d55ea681f4ab3695233fc
165,2115,govreport-train-00000-row2115,15562,59eeff8d418b433d7b8a4e8940e8e92d6e3202fb7f25190646105d1652f8bc05
166,7002,govreport-train-00000-row7002,17311,bfb7448ed2d418a5868abb9e529d04260870d3d8f1f61340ed7e76e6e882a465
167,8438,govreport-train-00000-row8438,15966,6923539146a84b16ae13a659b83801e834db1569f589e12395401e5a5c1e134b
168,785,govreport-train-00000-row785,15501,006c021ed3083bf7e38762ced804344796b7b4ad957adeedd7d22c6d0985c202
169,8350,govreport-train-00000-row8350,16497,102cb19c4b9d0c4bbecc5cf181b2a2d47bab837faf420749643dd64a2a7a617e
170,5262,govreport-train-00000-row5262,17098,be5c347bf58c15500a8bcbaa93a76e93f681992657624eed7a1cf0d667eaf029
171,246,govreport-train-00000-row246,16012,b0398d17c8500c6b24997927377e4a431042794a8a22aaaf56a9d7921ec16ad9
172,2021,govreport-train-00000-row2021,17130,6a9834a8909d7f75535b5242f8791ae2875c731844d93209a5c7e9f50d1d4711
173,8700,govreport-train-00000-row8700,16223,e0bd90a3af93b199bf5490ea307f80c0d19753ccaa3eb8702e8205b9e9c90145
174,2753,govreport-train-00000-row2753,16980,29d25d52523946479a202c06bb617b72ad6e3ae74350a63d3df8d3b119223ed8
175,6059,govreport-train-00000-row6059,16648,71b97e0fc0a7b947f23e767d75ec7970ea7fbfa18f36c455b72c552d4e23e6ff
176,4106,govreport-train-00000-row4106,16263,943783929cef3675f7d409e763e324bd6cec88a215413e1425ab05ceb9a67d24
177,3328,govreport-train-00000-row3328,15837,84183c0dd19ca3ebe9676564eb1ae1cdc997224b946c7024a6deae8118c93345
178,919,govreport-train-00000-row919,16021,abde111212ac3da3dd2ada8efabfb4613843491ab5dd5762e514a5f427922898
179,5322,govreport-train-00000-row5322,16910,2ada0d6f4cd4b64e683ae9d9493f5cf42ea41c7323cd1d75429d7b81b76a5b43
180,3949,govreport-train-00000-row3949,17260,f2a618ee5049e40dec4dd8e04c5a25f2ea2fb3c7dad4476177b770cc955288d4
181,2340,govreport-train-00000-row2340,16136,2a980774c3facc80b228ec4c76405f821a04a1b62f559eb785ee16fa6e4384f6
182,4755,govreport-train-00000-row4755,15405,6af4bc7c8d3371b5cddaa65f7f57bbf38e021818707b1712d944c32690ac090a
183,6184,govreport-train-00000-row6184,17051,4aa2e74647353dbc6e9976fdaaaa282a0ddfe0914ec4d08a47e2fe2ba3b645fc
184,1848,govreport-train-00000-row1848,15814,ba0bc5552d17ac98da31e051dd4c471687cf77eced46ac07bda367879e526f7b
185,3055,govreport-train-00000-row3055,17064,e5e8ee0be0abc6c849fd8d993b0230c85537417ec611279de18f6ccbe836f9f8
186,4679,govreport-train-00000-row4679,15549,e7d558d7c3d05cc80cb68d7f41de423142b0f1c8aa088434b422a44bdccef5af
187,7023,govreport-train-00000-row7023,16281,56463bfc453c3576b8047ea95b662a99997c81e16f41230d035e23ec19fd7791
188,4056,govreport-train-00000-row4056,15763,97f5f80e9560fe731f003e29d90a63c4f9dfc95c4181715b43a41d002308b85c
189,4692,govreport-train-00000-row4692,16589,be730a435126f522676393710cfcfe164b2e26841594bbc5f491fb76e9e0f05e
190,121,govreport-train-00000-row121,16619,b961f6b618e37c7dc0d8d0b0085c3491d9f90b881540db96140cba66a2c5dc79
191,990,govreport-train-00000-row990,15392,7148976ceaf066316cccabd17e53d106273f275fbf8a1dd050735ee2286d61ee
192,6015,govreport-train-00000-row6015,15555,231254b3939a16a09bc85b67a227fa72f97aae8da0d8d6f98b1b663335144e13
193,7355,govreport-train-00000-row7355,15842,bf2d648756b64e659e6c075b485929ab191b8ce3ccf37381e56d0c0e4675315b
194,6437,govreport-train-00000-row6437,16140,40add8bf5002575eaabc5846ba1845a34dec662ef7c00b90d2862a73b4c81292
195,710,govreport-train-00000-row710,15733,4ddf76d4f25b872a3ffa9b2e688cd12820e8477e01b1a61e7aa6a77042815e8b
196,1393,govreport-train-00000-row1393,15596,187d35ab97deb9d7d3af0119be50331d6f2c9af27055b42d9c8f0249b15ceb8e
197,3095,govreport-train-00000-row3095,16050,fbcb224f40df4b6daec489e08f0b7c5f5a1df86def507740ef5ff47c7ede8535
198,6038,govreport-train-00000-row6038,15515,d49e4ec50a213cd4798d60e8e5880b95a0e995fe4d9858dd5f3c81578d82d886
199,6564,govreport-train-00000-row6564,15838,ffe26cf95d8b8220d7129dcc080f601f705eaed9d040c2a02a17bdd458beca4f
200,949,govreport-train-00000-row949,16989,cc240ff5c9698e93675fe4665810b560fcb61316469b3443856d68c3d39fe841
201,5290,govreport-train-00000-row5290,15574,7cb6f92cbb0df5840bb7c09ded35623886d7ea1c19d37bfe7e8e6350dee8cbca
202,4534,govreport-train-00000-row4534,16019,137e8a3fe03e347df2156b5f0402fe21c0a622cbc9332783ab11d1b9efaa71cd
203,288,govreport-train-00000-row288,16457,2c508e9a2e02d21e92ad2f276cc1d808df06a9b40eacc65229d25b127474e94b
204,4461,govreport-train-00000-row4461,17400,3379e38d8716d7fae1a8a142e876455d7398bb5bc7d379f4f33e59691bbcfb3d
205,1151,govreport-train-00000-row1151,16454,2f6b70357dc59b7c08e12ef08fe7e9c1cef79e2a6ac5fc98e278d3ab2a1acf7f
206,3972,govreport-train-00000-row3972,16100,95195ab55b6beb29852973cb60b330a333d5ef69d833e2060f8c71a5e9740bdb
207,4112,govreport-train-00000-row4112,15742,152111f876d3058cc1a8d7d4169e84d25694273798214a26404375d68571295c
208,982,govreport-train-00000-row982,16789,10da8820eec2d2d51fdf5e64297c87c11997c54ad98e456b9d55df669ed3a59f
209,3345,govreport-train-00000-row3345,16887,cb14527de890d6f45ddf41f5d16720dc38aecc34e91dc4e941949636135f3be6
210,6341,govreport-train-00000-row6341,15668,3f9f9de816979993ba114e356ec14d75363689d20ab204004d7109a3db72afeb
211,4351,govreport-train-00000-row4351,15637,7ebed48deb07433a058ba4fa6019113216b4b016752eec10f6bf54953e938e05
212,2132,govreport-train-00000-row2132,16130,3bc705bb064a17cef649d09fe3052b114bcb239f339d98487b14dfafd492c63b
213,5166,govreport-train-00000-row5166,17307,25dc45c1b92b13d1c058c82a867d5dae11295bc63ec4b598f87bc46b8f180104
214,7811,govreport-train-00000-row7811,17006,7bb1973be2910115d1aa80c916020a3e10b2d616a73c1fbe6a67b471914b7944
215,2341,govreport-train-00000-row2341,17153,948781df3ad95f0371b2a3025814edce0426752f79919c3d9ba84980cb70a55a
216,4161,govreport-train-00000-row4161,15514,b9483d57993af45698f5dce74c98271e00b7aa11e01357ecb7d76e1fae639faf
217,5176,govreport-train-00000-row5176,16328,048953a4c697b0389b99199045b446ceb3ca8e89c1a4c3200ed2d07a6f6f0218
218,3515,govreport-train-00000-row3515,16913,8394437bfbd0a842c9d48273cf2d5dc5e088da47afb5c50821d60a85f0e7dc97
219,242,govreport-train-00000-row242,15961,a1dfb83df31943dfd91984bea616a5d8d39760aaf56b75795987a02b81517111
